dicots 	 Acaena_ovalifolia 	 genomic_data 	 drAcaOval1 	 hic-arima2
dicots 	 Crataegus_monogyna 	 genomic_data 	 drCraMono1 	 hic-arima2
dicots 	 Crataegus_monogyna 	 genomic_data 	 drCraMono1 	 pacbio
dicots 	 Crepis_capillaris 	 genomic_data 	 daCreCapi1 	 hic-arima2
dicots 	 Crepis_capillaris 	 genomic_data 	 daCreCapi1 	 pacbio
dicots 	 Crepis_paludosa 	 genomic_data 	 daCrePalu1 	 hic-arima2
dicots 	 Crepis_paludosa 	 genomic_data 	 daCrePalu1 	 pacbio
dicots 	 Crepis_vesicaria 	 genomic_data 	 daCreVesi1 	 hic-arima2
dicots 	 Crepis_vesicaria 	 genomic_data 	 daCreVesi1 	 pacbio
dicots 	 Crithmum_maritimum 	 genomic_data 	 drCriMari1 	 10x
dicots 	 Crithmum_maritimum 	 genomic_data 	 drCriMari1 	 hic-arima2
dicots 	 Crithmum_maritimum 	 genomic_data 	 drCriMari1 	 pacbio
dicots 	 Cruciata_laevipes 	 genomic_data 	 daCruLaev1 	 hic-arima2
dicots 	 Cruciata_laevipes 	 genomic_data 	 daCruLaev1 	 pacbio
dicots 	 Cuscuta_epithymum 	 genomic_data 	 daCusEpit1 	 hic-arima2
dicots 	 Cuscuta_epithymum 	 genomic_data 	 daCusEpit1 	 pacbio
dicots 	 Cymbalaria_muralis 	 genomic_data 	 daCymMura1 	 hic-arima2
dicots 	 Cymbalaria_muralis 	 genomic_data 	 daCymMura1 	 pacbio
dicots 	 Cynoglossum_officinale 	 genomic_data 	 daCynOffi1 	 hic-arima2
dicots 	 Cynoglossum_officinale 	 genomic_data 	 daCynOffi1 	 pacbio
dicots 	 Cytisus_scoparius 	 genomic_data 	 drCytScop1 	 hic-arima2
dicots 	 Cytisus_scoparius 	 genomic_data 	 drCytScop1 	 pacbio
dicots 	 Daboecia_cantabrica 	 genomic_data 	 ddDabCant1 	 hic-arima2
dicots 	 Daphne_laureola 	 genomic_data 	 ddDapLaur1 	 hic-arima2
dicots 	 Daphne_mezereum 	 genomic_data 	 ddDapMeze1 	 hic-arima2
dicots 	 Daphne_mezereum 	 genomic_data 	 ddDapMeze1 	 pacbio
dicots 	 Dasiphora_fruticosa 	 genomic_data 	 drDasFrut1 	 hic-arima2
dicots 	 Dasiphora_fruticosa 	 genomic_data 	 drDasFrut1 	 pacbio
dicots 	 Daucus_carota 	 genomic_data 	 drDauCaro2 	 hic-arima2
dicots 	 Daucus_carota 	 genomic_data 	 drDauCaro2 	 pacbio
dicots 	 Descurainia_sophia 	 genomic_data 	 ddDesSoph1 	 hic-arima2
dicots 	 Dianthus_deltoides 	 genomic_data 	 dcDiaDelt1 	 10x
dicots 	 Dianthus_deltoides 	 genomic_data 	 dcDiaDelt1 	 pacbio
dicots 	 Dianthus_deltoides 	 genomic_data 	 dcDiaDelt2 	 hic-arima2
dicots 	 Diapensia_lapponica 	 genomic_data 	 ddDiaLapp1 	 hic-arima2
dicots 	 Diapensia_lapponica 	 genomic_data 	 ddDiaLapp1 	 pacbio
dicots 	 Digitalis_purpurea 	 genomic_data 	 daDigPurp3 	 hic-arima2
dicots 	 Digitalis_purpurea 	 genomic_data 	 daDigPurp3 	 pacbio
dicots 	 Dipsacus_fullonum 	 genomic_data 	 daDipFull1 	 hic-arima2
dicots 	 Dipsacus_fullonum 	 genomic_data 	 daDipFull1 	 pacbio
dicots 	 Disphyma_crassifolium 	 genomic_data 	 dcDisCras1 	 hic-arima2
dicots 	 Disphyma_crassifolium 	 genomic_data 	 dcDisCras1 	 pacbio
dicots 	 Doronicum_pardalianches 	 genomic_data 	 daDorPard1 	 hic-arima2
dicots 	 Draba_incana 	 genomic_data 	 ddDraInca1 	 hic-arima2
dicots 	 Draba_incana 	 genomic_data 	 ddDraInca1 	 pacbio
dicots 	 Draba_verna 	 genomic_data 	 ddDraVern1 	 hic-arima2
dicots 	 Draba_verna 	 genomic_data 	 ddDraVern1 	 pacbio
dicots 	 Drosera_anglica 	 genomic_data 	 dcDroAngl1 	 hic-arima2
dicots 	 Drosera_anglica 	 genomic_data 	 dcDroAngl2 	 pacbio
dicots 	 Drosera_anglica 	 genomic_data 	 dcDroAngl3 	 pacbio
dicots 	 Drosera_rotundifolia 	 genomic_data 	 dcDroRotu2 	 hic-arima2
dicots 	 Drosera_rotundifolia 	 genomic_data 	 dcDroRotu3 	 pacbio
dicots 	 Dryas_octopetala 	 genomic_data 	 drDryOcto1 	 hic-arima2
dicots 	 Dryas_octopetala 	 genomic_data 	 drDryOcto1 	 pacbio
dicots 	 Echium_vulgare 	 genomic_data 	 daEchVulg1 	 hic-arima2
dicots 	 Echium_vulgare 	 genomic_data 	 daEchVulg1 	 pacbio
dicots 	 Empetrum_nigrum 	 genomic_data 	 ddEmpNigr1 	 hic-arima2
dicots 	 Empetrum_nigrum 	 genomic_data 	 ddEmpNigr1 	 pacbio
dicots 	 Epilobium_brunnescens 	 genomic_data 	 drEpiBrun1 	 hic-arima2
dicots 	 Epilobium_brunnescens 	 genomic_data 	 drEpiBrun2 	 pacbio
dicots 	 Epilobium_hirsutum 	 genomic_data 	 drEpiHirs1 	 hic-arima2
dicots 	 Epilobium_hirsutum 	 genomic_data 	 drEpiHirs1 	 pacbio
dicots 	 Eranthis_hyemalis 	 genomic_data 	 dmEraHyem1 	 hic-arima2
dicots 	 Eranthis_hyemalis 	 genomic_data 	 dmEraHyem1 	 pacbio
dicots 	 Eranthis_hyemalis 	 genomic_data 	 dmEraHyem2 	 hic-arima2
dicots 	 Erica_ciliaris 	 genomic_data 	 ddEriCili1 	 hic-arima2
dicots 	 Erica_ciliaris 	 genomic_data 	 ddEriCili1 	 pacbio
dicots 	 Erica_cinerea 	 genomic_data 	 ddEriCine1 	 hic-arima2
dicots 	 Erica_erigena 	 genomic_data 	 ddEriErig1 	 hic-arima2
dicots 	 Erica_mackaiana 	 genomic_data 	 ddEriMack1 	 hic-arima2
dicots 	 Erica_tetralix 	 genomic_data 	 ddEriTetr1 	 hic-arima2
dicots 	 Erigeron_borealis 	 genomic_data 	 daEriBore1 	 pacbio
dicots 	 Erigeron_borealis 	 genomic_data 	 daEriBore3 	 hic-arima2
dicots 	 Erodium_cicutarium 	 genomic_data 	 drEroCicu1 	 hic-arima2
dicots 	 Erodium_cicutarium 	 genomic_data 	 drEroCicu1 	 pacbio
dicots 	 Erodium_maritimum 	 genomic_data 	 drEroMari1 	 10x
dicots 	 Erodium_maritimum 	 genomic_data 	 drEroMari1 	 hic-arima2
dicots 	 Erodium_maritimum 	 genomic_data 	 drEroMari1 	 pacbio
dicots 	 Erodium_maritimum 	 genomic_data 	 drEroMari8 	 pacbio
dicots 	 Erodium_moschatum 	 genomic_data 	 drEroMosc1 	 hic-arima2
dicots 	 Erodium_moschatum 	 genomic_data 	 drEroMosc1 	 pacbio
dicots 	 Eryngium_campestre 	 genomic_data 	 drEryCamp1 	 hic-arima2
dicots 	 Eryngium_campestre 	 genomic_data 	 drEryCamp1 	 pacbio
dicots 	 Eryngium_maritimum 	 genomic_data 	 drEryMari1 	 hic-arima2
dicots 	 Eryngium_maritimum 	 genomic_data 	 drEryMari1 	 pacbio
dicots 	 Erythranthe_guttata 	 genomic_data 	 daEryGutt2 	 hic-arima2
dicots 	 Erythranthe_lutea 	 genomic_data 	 daEryLute1 	 hic-arima2
dicots 	 Erythranthe_lutea 	 genomic_data 	 daEryLute1 	 pacbio
dicots 	 Euonymus_europaeus 	 genomic_data 	 drEuoEuro1 	 hic-arima2
dicots 	 Euonymus_europaeus 	 genomic_data 	 drEuoEuro1 	 pacbio
dicots 	 Eupatorium_cannabinum 	 genomic_data 	 daEupCann1 	 10x
dicots 	 Eupatorium_cannabinum 	 genomic_data 	 daEupCann1 	 hic-arima2
dicots 	 Eupatorium_cannabinum 	 genomic_data 	 daEupCann1 	 pacbio
dicots 	 Euphorbia_amygdaloides 	 genomic_data 	 ddEupAmyg1 	 hic-arima2
dicots 	 Euphorbia_amygdaloides 	 genomic_data 	 ddEupAmyg1 	 pacbio
dicots 	 Euphorbia_exigua 	 genomic_data 	 ddEupExig1 	 hic-arima2
dicots 	 Euphorbia_exigua 	 genomic_data 	 ddEupExig3 	 pacbio
dicots 	 Euphorbia_helioscopia 	 genomic_data 	 ddEupHeli1 	 hic-arima2
dicots 	 Euphorbia_helioscopia 	 genomic_data 	 ddEupHeli1 	 pacbio
dicots 	 Euphorbia_hyberna 	 genomic_data 	 ddEupHybe1 	 hic-arima2
dicots 	 Euphorbia_lathyris 	 genomic_data 	 ddEupLath1 	 10x
dicots 	 Euphorbia_lathyris 	 genomic_data 	 ddEupLath1 	 hic-arima2
dicots 	 Euphorbia_lathyris 	 genomic_data 	 ddEupLath1 	 pacbio
dicots 	 Euphorbia_maculata 	 genomic_data 	 ddEupMacu1 	 hic-arima2
dicots 	 Euphorbia_maculata 	 genomic_data 	 ddEupMacu1 	 pacbio
dicots 	 Euphorbia_paralias 	 genomic_data 	 ddEupPara1 	 hic-arima2
dicots 	 Euphorbia_paralias 	 genomic_data 	 ddEupPara1 	 pacbio
dicots 	 Euphorbia_peplus 	 genomic_data 	 ddEupPepu3 	 10x
dicots 	 Euphorbia_peplus 	 genomic_data 	 ddEupPepu3 	 hic-arima2
dicots 	 Euphorbia_peplus 	 genomic_data 	 ddEupPepu3 	 pacbio
dicots 	 Euphrasia_confusa 	 genomic_data 	 daEupConf1 	 pacbio
dicots 	 Euphrasia_confusa 	 genomic_data 	 daEupConf3 	 hic-arima2
dicots 	 Euphrasia_foulaensis 	 genomic_data 	 daEupFoul1 	 pacbio
dicots 	 Euphrasia_tetraquetra 	 genomic_data 	 daEupTetr2 	 pacbio
dicots 	 Euphrasia_tetraquetra 	 genomic_data 	 daEupTetr3 	 hic-arima2
dicots 	 Euphrasia_tetraquetra 	 genomic_data 	 daEupTetr3 	 pacbio
dicots 	 Fagus_sylvatica 	 genomic_data 	 dhFagSylv1 	 hic-arima2
dicots 	 Fagus_sylvatica 	 genomic_data 	 dhFagSylv1 	 pacbio
dicots 	 Fallopia_baldschuanica 	 genomic_data 	 dcFalBald1 	 hic-arima2
dicots 	 Fallopia_baldschuanica 	 genomic_data 	 dcFalBald1 	 pacbio
dicots 	 Fallopia_convolvulus 	 genomic_data 	 dcFalConv1 	 10x
dicots 	 Fallopia_convolvulus 	 genomic_data 	 dcFalConv1 	 hic-arima2
dicots 	 Fallopia_convolvulus 	 genomic_data 	 dcFalConv1 	 pacbio
dicots 	 Fallopia_sachalinensis 	 genomic_data 	 dcFalSach1 	 hic-arima2
dicots 	 Fallopia_sachalinensis 	 genomic_data 	 dcFalSach1 	 pacbio
dicots 	 Ficaria_verna 	 genomic_data 	 dmFicVern1 	 hic-arima2
dicots 	 Ficaria_verna 	 genomic_data 	 dmFicVern1 	 pacbio
dicots 	 Filago_lutescens 	 genomic_data 	 daFilLute1 	 hic-arima2
dicots 	 Filago_lutescens 	 genomic_data 	 daFilLute1 	 pacbio
dicots 	 Filago_pyramidata 	 genomic_data 	 daFilPyra1 	 hic-arima2
dicots 	 Filago_pyramidata 	 genomic_data 	 daFilPyra1 	 pacbio
dicots 	 Filipendula_ulmaria 	 genomic_data 	 drFilUlma1 	 10x
dicots 	 Filipendula_ulmaria 	 genomic_data 	 drFilUlma1 	 hic-arima2
dicots 	 Filipendula_ulmaria 	 genomic_data 	 drFilUlma1 	 pacbio
dicots 	 Filipendula_vulgaris 	 genomic_data 	 drFilVulg1 	 hic-arima2
dicots 	 Fragaria_moschata 	 genomic_data 	 drFraMosc1 	 hic-arima2
dicots 	 Fragaria_moschata 	 genomic_data 	 drFraMosc1 	 pacbio
dicots 	 Fragaria_vesca 	 genomic_data 	 drFraVesc1 	 hic-arima2
dicots 	 Fragaria_vesca 	 genomic_data 	 drFraVesc1 	 pacbio
dicots 	 Frangula_alnus 	 genomic_data 	 drFraAlnu1 	 hic-arima2
dicots 	 Frangula_alnus 	 genomic_data 	 drFraAlnu1 	 pacbio
dicots 	 Frankenia_laevis 	 genomic_data 	 dcFraLaev1 	 hic-arima2
dicots 	 Frankenia_laevis 	 genomic_data 	 dcFraLaev1 	 pacbio
dicots 	 Fraxinus_excelsior 	 genomic_data 	 daFraExce3 	 hic-arima2
dicots 	 Fraxinus_excelsior 	 genomic_data 	 daFraExce3 	 pacbio
dicots 	 Fuchsia_magellanica 	 genomic_data 	 drFucMage1 	 hic-arima2
dicots 	 Fumaria_bastardii 	 genomic_data 	 dmFumBast1 	 hic-arima2
dicots 	 Fumaria_bastardii 	 genomic_data 	 dmFumBast1 	 pacbio
dicots 	 Fumaria_muralis 	 genomic_data 	 dmFumMura1 	 hic-arima2
dicots 	 Fumaria_muralis 	 genomic_data 	 dmFumMura1 	 pacbio
dicots 	 Fumaria_muralis 	 genomic_data 	 dmFumMura2 	 10x
dicots 	 Fumaria_muralis 	 genomic_data 	 dmFumMura2 	 hic-arima2
dicots 	 Fumaria_muralis 	 genomic_data 	 dmFumMura2 	 pacbio
dicots 	 Fumaria_occidentalis 	 genomic_data 	 dmFumOcci1 	 hic-arima2
dicots 	 Fumaria_occidentalis 	 genomic_data 	 dmFumOcci1 	 pacbio
dicots 	 Fumaria_purpurea 	 genomic_data 	 dmFumPurp1 	 hic-arima2
dicots 	 Fumaria_purpurea 	 genomic_data 	 dmFumPurp1 	 pacbio
dicots 	 Galatella_linosyris 	 genomic_data 	 daGalLino1 	 hic-arima2
dicots 	 Galatella_linosyris 	 genomic_data 	 daGalLino1 	 pacbio
dicots 	 Galega_officinalis 	 genomic_data 	 drGalOffi1 	 hic-arima2
dicots 	 Galega_officinalis 	 genomic_data 	 drGalOffi1 	 pacbio
dicots 	 Galeopsis_angustifolia 	 genomic_data 	 daGalAngu1 	 hic-arima2
dicots 	 Galeopsis_tetrahit 	 genomic_data 	 daGalTetr1 	 hic-arima2
dicots 	 Galeopsis_tetrahit 	 genomic_data 	 daGalTetr1 	 pacbio
dicots 	 Galium_aparine 	 genomic_data 	 daGalApar1 	 hic-arima2
dicots 	 Galium_aparine 	 genomic_data 	 daGalApar1 	 pacbio
dicots 	 Galium_boreale 	 genomic_data 	 daGalBore1 	 hic-arima2
dicots 	 Galium_odoratum 	 genomic_data 	 daGalOdor1 	 hic-arima2
dicots 	 Galium_odoratum 	 genomic_data 	 daGalOdor1 	 pacbio
dicots 	 Galium_pumilum 	 genomic_data 	 daGalPumi1 	 hic-arima2
dicots 	 Galium_saxatile 	 genomic_data 	 daGalSaxa1 	 hic-arima2
dicots 	 Galium_saxatile 	 genomic_data 	 daGalSaxa1 	 pacbio
dicots 	 Galium_uliginosum 	 genomic_data 	 daGalUlig1 	 pacbio
dicots 	 Galium_verum 	 genomic_data 	 daGalVeru1 	 hic-arima2
dicots 	 Galium_verum 	 genomic_data 	 daGalVeru1 	 pacbio
dicots 	 Genista_anglica 	 genomic_data 	 drGenAngl1 	 hic-arima2
dicots 	 Genista_pilosa 	 genomic_data 	 drGenPilo1 	 hic-arima2
dicots 	 Genista_pilosa 	 genomic_data 	 drGenPilo1 	 pacbio
dicots 	 Genista_tinctoria 	 genomic_data 	 drGenTinc1 	 hic-arima2
dicots 	 Genista_tinctoria 	 genomic_data 	 drGenTinc1 	 pacbio
dicots 	 Gentiana_pneumonanthe 	 genomic_data 	 daGenPneu1 	 hic-arima2
dicots 	 Gentiana_verna 	 genomic_data 	 daGenVern2 	 hic-arima2
dicots 	 Gentianella_amarella 	 genomic_data 	 daGenAmar1 	 hic-arima2
dicots 	 Gentianella_amarella 	 genomic_data 	 daGenAmar1 	 pacbio
dicots 	 Gentianella_campestris 	 genomic_data 	 daGenCamp2 	 hic-arima2
dicots 	 Geranium_dissectum 	 genomic_data 	 drGerDiss1 	 hic-arima2
dicots 	 Geranium_dissectum 	 genomic_data 	 drGerDiss1 	 pacbio
dicots 	 Geranium_dissectum 	 genomic_data 	 drGerDiss2 	 hic-arima2
dicots 	 Geranium_lucidum 	 genomic_data 	 drGerLuci1 	 hic-arima2
dicots 	 Geranium_lucidum 	 genomic_data 	 drGerLuci1 	 pacbio
dicots 	 Geranium_molle 	 genomic_data 	 drGerMoll1 	 hic-arima2
dicots 	 Geranium_molle 	 genomic_data 	 drGerMoll1 	 pacbio
dicots 	 Geranium_pratense 	 genomic_data 	 drGerPrat1 	 hic-arima2
dicots 	 Geranium_pratense 	 genomic_data 	 drGerPrat1 	 pacbio
dicots 	 Geranium_pyrenaicum 	 genomic_data 	 drGerPyre1 	 hic-arima2
dicots 	 Geranium_pyrenaicum 	 genomic_data 	 drGerPyre1 	 pacbio
dicots 	 Geranium_robertianum 	 genomic_data 	 drGerRobe1 	 hic-arima2
dicots 	 Geranium_robertianum 	 genomic_data 	 drGerRobe1 	 pacbio
dicots 	 Geranium_rotundifolium 	 genomic_data 	 drGerRotu1 	 hic-arima2
dicots 	 Geranium_rotundifolium 	 genomic_data 	 drGerRotu1 	 pacbio
dicots 	 Geranium_sanguineum 	 genomic_data 	 drGerSang1 	 hic-arima2
dicots 	 Geranium_sanguineum 	 genomic_data 	 drGerSang1 	 pacbio
dicots 	 Geranium_sylvaticum 	 genomic_data 	 drGerSylv1 	 hic-arima2
dicots 	 Geranium_sylvaticum 	 genomic_data 	 drGerSylv1 	 pacbio
dicots 	 Geum_rivale 	 genomic_data 	 drGeuRiva1 	 hic-arima2
dicots 	 Geum_rivale 	 genomic_data 	 drGeuRiva1 	 pacbio
dicots 	 Geum_urbanum 	 genomic_data 	 drGeuUrba1 	 10x
dicots 	 Geum_urbanum 	 genomic_data 	 drGeuUrba1 	 hic-arima2
dicots 	 Geum_urbanum 	 genomic_data 	 drGeuUrba1 	 pacbio
dicots 	 Glaucium_flavum 	 genomic_data 	 dmGlaFlav1 	 hic-arima2
dicots 	 Glaucium_flavum 	 genomic_data 	 dmGlaFlav1 	 pacbio
dicots 	 Glaux_maritima 	 genomic_data 	 ddGlaMari1 	 hic-arima2
dicots 	 Glebionis_segetum 	 genomic_data 	 daGleSege1 	 hic-arima2
dicots 	 Glebionis_segetum 	 genomic_data 	 daGleSege1 	 pacbio
dicots 	 Glechoma_hederacea 	 genomic_data 	 daGleHede1 	 hic-arima2
dicots 	 Glechoma_hederacea 	 genomic_data 	 daGleHede1 	 pacbio
dicots 	 Gnaphalium_supinum 	 genomic_data 	 daGnaSupi1 	 hic-arima2
dicots 	 Gnaphalium_supinum 	 genomic_data 	 daGnaSupi1 	 pacbio
dicots 	 Gnaphalium_uliginosum 	 genomic_data 	 daGnaUlig1 	 pacbio
dicots 	 Gnaphalium_uliginosum 	 genomic_data 	 daGnaUlig2 	 hic-arima2
dicots 	 Gunnera_manicata 	 genomic_data 	 drGunMani1 	 hic-arima2
dicots 	 Gunnera_manicata 	 genomic_data 	 drGunMani1 	 pacbio
dicots 	 Gunnera_tinctoria 	 genomic_data 	 drGunTinc1 	 hic-arima2
dicots 	 Gunnera_tinctoria 	 genomic_data 	 drGunTinc1 	 pacbio
dicots 	 Halimione_portulacoides 	 genomic_data 	 dcHalPort1 	 hic-arima2
dicots 	 Halimione_portulacoides 	 genomic_data 	 dcHalPort1 	 pacbio
dicots 	 Hedera_helix 	 genomic_data 	 drHedHeli1 	 10x
dicots 	 Hedera_helix 	 genomic_data 	 drHedHeli1 	 hic-arima2
dicots 	 Hedera_helix 	 genomic_data 	 drHedHeli1 	 pacbio
dicots 	 Hedera_helix 	 genomic_data 	 drHedHeli4 	 10x
dicots 	 Hedera_helix 	 genomic_data 	 drHedHeli4 	 pacbio
dicots 	 Hedera_hibernica 	 genomic_data 	 drHedHibe1 	 hic-arima2
dicots 	 Helianthemum_apenninum 	 genomic_data 	 ddHelApen1 	 hic-arima2
dicots 	 Helianthemum_apenninum 	 genomic_data 	 ddHelApen1 	 pacbio
dicots 	 Helianthemum_nummularium 	 genomic_data 	 ddHelNumm3 	 hic-arima2
dicots 	 Helianthemum_oelandicum 	 genomic_data 	 ddHelOela1 	 hic-arima2
dicots 	 Helleborus_viridis 	 genomic_data 	 dmHelViri1 	 hic-arima2
dicots 	 Helleborus_viridis 	 genomic_data 	 dmHelViri1 	 pacbio
dicots 	 Helminthotheca_echioides 	 genomic_data 	 daHelEchi1 	 hic-arima2
dicots 	 Helminthotheca_echioides 	 genomic_data 	 daHelEchi1 	 pacbio
dicots 	 Helosciadium_nodiflorum 	 genomic_data 	 drHelNodi1 	 hic-arima2
dicots 	 Helosciadium_nodiflorum 	 genomic_data 	 drHelNodi1 	 pacbio
dicots 	 Heracleum_sphondylium 	 genomic_data 	 drHerSpho1 	 hic-arima2
dicots 	 Heracleum_sphondylium 	 genomic_data 	 drHerSpho1 	 pacbio
dicots 	 Herniaria_ciliolata 	 genomic_data 	 dcHerCili1 	 hic-arima2
dicots 	 Herniaria_ciliolata 	 genomic_data 	 dcHerCili1 	 pacbio
dicots 	 Hesperis_matronalis 	 genomic_data 	 ddHesMatr1 	 hic-arima2
dicots 	 Hesperis_matronalis 	 genomic_data 	 ddHesMatr1 	 pacbio
dicots 	 Hibiscus_tridactylites 	 genomic_data 	 ddHibTrid1 	 hic-arima2
dicots 	 Hibiscus_tridactylites 	 genomic_data 	 ddHibTrid2 	 pacbio
dicots 	 Hibiscus_trionum 	 genomic_data 	 ddHibTrio1 	 hic-arima2
dicots 	 Hibiscus_trionum 	 genomic_data 	 ddHibTrio2 	 pacbio
dicots 	 Hibiscus_trionum 	 genomic_data 	 ddHibTrio3 	 pacbio
dicots 	 Hieracium_aggregatifolium 	 genomic_data 	 daHieAggr1 	 hic-arima2
dicots 	 Hieracium_aggregatifolium 	 genomic_data 	 daHieAggr1 	 pacbio
dicots 	 Hieracium_attenboroughianum 	 genomic_data 	 daHieAtte1 	 hic-arima2
dicots 	 Hieracium_attenboroughianum 	 genomic_data 	 daHieAtte1 	 pacbio
dicots 	 Hieracium_britannicum 	 genomic_data 	 daHieBrit1 	 hic-arima2
dicots 	 Hieracium_britannicum 	 genomic_data 	 daHieBrit1 	 pacbio
dicots 	 Hieracium_drummondii 	 genomic_data 	 daHieDrum1 	 hic-arima2
dicots 	 Hieracium_drummondii 	 genomic_data 	 daHieDrum1 	 pacbio
dicots 	 Hieracium_radyrense 	 genomic_data 	 daHieRady1 	 hic-arima2
dicots 	 Hieracium_radyrense 	 genomic_data 	 daHieRady1 	 pacbio
dicots 	 Hieracium_richianum 	 genomic_data 	 daHieRich1 	 hic-arima2
dicots 	 Hieracium_richianum 	 genomic_data 	 daHieRich1 	 pacbio
dicots 	 Hieracium_sabaudum 	 genomic_data 	 daHieSaba1 	 hic-arima2
dicots 	 Hieracium_sabaudum 	 genomic_data 	 daHieSaba1 	 pacbio
dicots 	 Hieracium_scullyi 	 genomic_data 	 daHieScul1 	 hic-arima2
dicots 	 Hieracium_scullyi 	 genomic_data 	 daHieScul1 	 pacbio
dicots 	 Hieracium_snowdoniense 	 genomic_data 	 daHieSnow1 	 hic-arima2
dicots 	 Hieracium_snowdoniense 	 genomic_data 	 daHieSnow1 	 pacbio
dicots 	 Hieracium_sp_SM_2023a 	 genomic_data 	 daHieSpea1 	 hic-arima2
dicots 	 Hieracium_sp_SM_2023a 	 genomic_data 	 daHieSpea1 	 pacbio
dicots 	 Hippophae_rhamnoides 	 genomic_data 	 drHipRham1 	 10x
dicots 	 Hippophae_rhamnoides 	 genomic_data 	 drHipRham1 	 hic-arima2
dicots 	 Hippophae_rhamnoides 	 genomic_data 	 drHipRham1 	 pacbio
dicots 	 Hippuris_vulgaris 	 genomic_data 	 daHipVulg1 	 pacbio
dicots 	 Hippuris_vulgaris 	 genomic_data 	 daHipVulg2 	 hic-arima2
dicots 	 Hippuris_vulgaris 	 genomic_data 	 daHipVulg2 	 pacbio
dicots 	 Homogyne_alpina 	 genomic_data 	 daHomAlpi1 	 hic-arima2
dicots 	 Homogyne_alpina 	 genomic_data 	 daHomAlpi1 	 pacbio
dicots 	 Honckenya_peploides 	 genomic_data 	 dcHonPepl1 	 10x
dicots 	 Honckenya_peploides 	 genomic_data 	 dcHonPepl1 	 hic-arima2
dicots 	 Honckenya_peploides 	 genomic_data 	 dcHonPepl1 	 pacbio
dicots 	 Hornungia_petraea 	 genomic_data 	 ddHorPetr1 	 hic-arima2
dicots 	 Hottonia_palustris 	 genomic_data 	 ddHotPalu2 	 hic-arima2
dicots 	 Humulus_lupulus 	 genomic_data 	 drHumLupu1 	 10x
dicots 	 Humulus_lupulus 	 genomic_data 	 drHumLupu1 	 hic-arima2
dicots 	 Humulus_lupulus 	 genomic_data 	 drHumLupu1 	 pacbio
dicots 	 Hydrocotyle_ranunculoides 	 genomic_data 	 drHydRanu1 	 hic-arima2
dicots 	 Hydrocotyle_vulgaris 	 genomic_data 	 drHydVulg1 	 hic-arima2
dicots 	 Hydrocotyle_vulgaris 	 genomic_data 	 drHydVulg1 	 pacbio
dicots 	 Hypericum_androsaemum 	 genomic_data 	 ddHypAndr1 	 hic-arima2
dicots 	 Hypericum_androsaemum 	 genomic_data 	 ddHypAndr1 	 pacbio
dicots 	 Hypericum_hircinum 	 genomic_data 	 ddHypHirc1 	 hic-arima2
dicots 	 Hypericum_hirsutum 	 genomic_data 	 ddHypHirs1 	 hic-arima2
dicots 	 Hypericum_hirsutum 	 genomic_data 	 ddHypHirs1 	 pacbio
dicots 	 Hypericum_linariifolium 	 genomic_data 	 ddHypLina1 	 hic-arima2
dicots 	 Hypericum_perforatum 	 genomic_data 	 ddHypPerf1 	 hic-arima2
dicots 	 Hypericum_perforatum 	 genomic_data 	 ddHypPerf1 	 pacbio
dicots 	 Hypericum_pulchrum 	 genomic_data 	 ddHypPulc1 	 hic-arima2
dicots 	 Hypericum_pulchrum 	 genomic_data 	 ddHypPulc1 	 pacbio
dicots 	 Hypochaeris_maculata 	 genomic_data 	 daHypMacu1 	 hic-arima2
dicots 	 Hypochaeris_maculata 	 genomic_data 	 daHypMacu1 	 pacbio
dicots 	 Hypochaeris_radicata 	 genomic_data 	 daHypRadi1 	 hic-arima2
dicots 	 Hypochaeris_radicata 	 genomic_data 	 daHypRadi1 	 pacbio
dicots 	 Ilex_aquifolium 	 genomic_data 	 drIleAqui1 	 10x
dicots 	 Ilex_aquifolium 	 genomic_data 	 drIleAqui2 	 10x
dicots 	 Ilex_aquifolium 	 genomic_data 	 drIleAqui2 	 hic-arima2
dicots 	 Ilex_aquifolium 	 genomic_data 	 drIleAqui2 	 pacbio
dicots 	 Illecebrum_verticillatum 	 genomic_data 	 dcIllVert1 	 pacbio
dicots 	 Illecebrum_verticillatum 	 genomic_data 	 dcIllVert2 	 hic-arima2
dicots 	 Impatiens_glandulifera 	 genomic_data 	 ddImpGlad1 	 hic-arima2
dicots 	 Impatiens_glandulifera 	 genomic_data 	 ddImpGlad1 	 pacbio
dicots 	 Impatiens_glandulifera 	 genomic_data 	 dImpGla1 	 10x
dicots 	 Impatiens_glandulifera 	 genomic_data 	 dImpGla2 	 10x
dicots 	 Impatiens_glandulifera 	 genomic_data 	 dImpGla2 	 hic-dnazoo
dicots 	 Impatiens_glandulifera 	 genomic_data 	 dImpGla2 	 pacbio
dicots 	 Impatiens_noli_tangere 	 genomic_data 	 ddImpNoli1 	 hic-arima2
dicots 	 Impatiens_noli_tangere 	 genomic_data 	 ddImpNoli1 	 pacbio
dicots 	 Impatiens_parviflora 	 genomic_data 	 ddImpParv1 	 hic-arima2
dicots 	 Impatiens_parviflora 	 genomic_data 	 ddImpParv1 	 pacbio
dicots 	 Inula_conyza 	 genomic_data 	 daInuConz1 	 hic-arima2
dicots 	 Inula_conyza 	 genomic_data 	 daInuConz1 	 pacbio
dicots 	 Inula_salicina 	 genomic_data 	 daInuSali1 	 hic-arima2
